id,episode_num,challenge_type,question,answer,options,word_pieces
1132,40,"fill_blank","___ 이제 괜찮아요.","처음엔 낯설었는데","[""처음엔 낯설었는데"",""몰라요"",""봐요"",""해요""]",
1133,40,"fill_blank","한국 음식이 ___ 지금은 좋아요.","처음엔 낯설었는데","[""해요"",""봐요"",""없어요"",""처음엔 낯설었는데""]",
1134,40,"word_order","""It felt unfamiliar at first, but it's fine now.""","처음엔 낯설었는데 이제 괜찮아요",,"[""처음엔"",""낯설었는데"",""없어요"",""이제"",""괜찮아요""]"
1135,41,"translation","""I'm hungry — what should we eat?""","가 봤는데 생각보다 좋더라!","[""맞지? 내가 좋아하는 곳이야."",""한국어 어렵잖아."",""맞아, 근데 에마는 잘해."",""가 봤는데 생각보다 좋더라!""]",
1136,41,"translation","""I'm busy today — can we meet tomorrow?""","오늘 바쁜데 내일 만날 수 있어요?","[""나 지금 좀 바쁜데."",""여기 진짜 예쁘다!"",""그렇지?"",""오늘 바쁜데 내일 만날 수 있어요?""]",
1137,41,"fill_blank","가 봤___ 생각보다 좋더라!","는데","[""없어요"",""봐요"",""해요"",""는데""]",
1138,41,"word_order","""I'm hungry — what should we eat?""","가 봤는데 생각보다 좋더라",,"[""좋더라"",""생각보다"",""봤는데"",""없어요"",""가""]"
1139,41,"translation","""I can't drink. I have to drive, you see.""","나 사실 한국어 배우거든.","[""맞아, 근데 에마는 잘해."",""나 사실 한국어 배우거든."",""여기 진짜 예쁘다!"",""그렇지?""]",
1140,41,"translation","""My Korean is good. I studied for two years, you see.""","한국어 잘해요. 2년 동안 공부했거든요.","[""여기 진짜 예쁘다!"",""맞지? 내가 좋아하는 곳이야."",""가 봤는데 생각보다 좋더라!"",""한국어 잘해요. 2년 동안 공부했거든요.""]",
1141,41,"fill_blank","나 사실 한국어 배우___.","거든","[""없어요"",""안 돼요"",""해요"",""거든""]",
1142,41,"fill_blank","한국어 잘해요. 2년 동안 공부했___요.","거든","[""거든"",""해요"",""봐요"",""몰라요""]",
1143,41,"word_order","""I can't drink. I have to drive, you see.""","나 사실 한국어 배우거든",,"[""나"",""사실"",""배우거든"",""없어요"",""한국어""]"
1144,41,"translation","""Korean is easier than I thought.""","에마야, 지금 바빠?","[""에마야, 지금 바빠?"",""한국어 어렵잖아."",""그렇지?"",""맞지? 내가 좋아하는 곳이야.""]",
1145,41,"translation","""Oh, the food here is really delicious.""","여기 음식이 정말 맛있네요.","[""맞아, 근데 에마는 잘해."",""여기 음식이 정말 맛있네요."",""나 사실 한국어 배우거든."",""알아, 진짜 잘하던데!""]",
1146,41,"fill_blank","여기 음식이 정말 맛있___요.","네","[""해요"",""없어요"",""네"",""봐요""]",
1147,41,"word_order","""Korean is easier than I thought.""","에마야 지금 바빠",,"[""에마야"",""바빠"",""지금"",""없어요""]"
1148,42,"translation","""How about meeting tomorrow?""","내일 만나면 어때?","[""완벽해!"",""좋아!"",""내일 만나면 어때?"",""이렇게 하면 될 것 같아요.""]",
1149,42,"translation","""How about talking in Korean? It'll be good practice.""","한국어로 얘기하면 어때요? 연습이 될 거예요.","[""늦으면 안 돼!"",""한국어로 얘기하면 어때요? 연습이 될 거예요."",""이렇게 하면 될 것 같아요."",""알겠어, 일찍 갈게요.""]",
1150,42,"fill_blank","한국어로 얘기하___? 연습이 될 거예요.","면 어때요","[""해요"",""봐요"",""안 돼요"",""면 어때요""]",
1151,42,"word_order","""How about meeting tomorrow?""","내일 만나면 어때",,"[""내일"",""만나면"",""어때"",""없어요""]"
1152,42,"translation","""I hope the weather is nice tomorrow.""","같이 가면 좋겠어!","[""완벽해!"",""알겠어, 일찍 갈게요."",""같이 가면 좋겠어!"",""이렇게 하면 될 것 같아요.""]",
1153,42,"translation","""I wish my Korean would improve quickly.""","한국어가 빨리 늘면 좋겠어요.","[""한국어가 빨리 늘면 좋겠어요."",""이렇게 하면 돼?"",""늦으면 안 돼!"",""완벽해!""]",
1154,42,"fill_blank","한국어가 빨리 늘___.","면 좋겠어요","[""면 좋겠어요"",""해요"",""봐요"",""몰라요""]",
1155,42,"word_order","""I hope the weather is nice tomorrow.""","같이 가면 좋겠어",,"[""없어요"",""같이"",""좋겠어"",""가면""]"
1156,42,"translation","""You just need to take this bus. It's not hard.""","이렇게 하면 돼?","[""저도!"",""늦으면 안 돼!"",""이렇게 하면 돼?"",""완벽해!""]",
1157,42,"translation","""You just need to write your name here.""","여기에 이름 쓰면 돼요.","[""내일 만나면 어때?"",""완벽해!"",""알겠어, 일찍 갈게요."",""여기에 이름 쓰면 돼요.""]",
1158,42,"fill_blank","여기에 이름 쓰___.","면 돼요","[""몰라요"",""면 돼요"",""봐요"",""해요""]",
1159,42,"word_order","""You just need to take this bus. It's not hard.""","이렇게 하면 돼",,"[""이렇게"",""없어요"",""돼"",""하면""]"
1160,43,"translation","""I couldn't go out because of the rain.""","일 때문에 좀 늦었어요. 미안해요!","[""일 때문에 좀 늦었어요. 미안해요!"",""기대한 만큼 맛있어요!"",""다행이다."",""잘됐다!""]",
1161,43,"translation","""I'm really busy these days because of work.""","일 때문에 요즘 너무 바빠요.","[""바빠서 못 왔어요."",""다음엔 꼭 와."",""일 때문에 요즘 너무 바빠요."",""에마야, 왜 이렇게 늦었어?""]",
1162,43,"fill_blank","일 ___ 좀 늦었어요. 미안해요!","때문에","[""몰라요"",""때문에"",""해요"",""봐요""]",
1163,43,"fill_blank","일 ___ 요즘 너무 바빠요.","때문에","[""때문에"",""해요"",""봐요"",""몰라요""]",
1164,43,"word_order","""I couldn't go out because of the rain.""","일 때문에 좀 늦었어요 미안해요",,"[""없어요"",""일"",""늦었어요"",""때문에"",""미안해요"",""좀""]"
1165,43,"translation","""Thanks to my teacher, my Korean has improved.""","오빠 덕분에 잘 됐어요!","[""기대한 만큼 맛있어요!"",""오빠 덕분에 잘 됐어요!"",""맞아, 나도 그렇게 생각해."",""에마야, 왜 이렇게 늦었어?""]",
1166,43,"translation","""Thanks to my friend, I discovered a great restaurant.""","친구 덕분에 좋은 식당을 알게 됐어요.","[""다음엔 꼭 와."",""이게 저거보다 나아요."",""친구 덕분에 좋은 식당을 알게 됐어요."",""바빠서 못 왔어요.""]",
1167,43,"fill_blank","오빠 ___ 잘 됐어요!","덕분에","[""봐요"",""몰라요"",""안 돼요"",""덕분에""]",
1168,43,"fill_blank","친구 ___ 좋은 식당을 알게 됐어요.","덕분에","[""해요"",""안 돼요"",""덕분에"",""봐요""]",
1169,43,"word_order","""Thanks to my teacher, my Korean has improved.""","오빠 덕분에 잘 됐어요",,"[""오빠"",""됐어요"",""없어요"",""잘"",""덕분에""]"
1170,43,"translation","""Korean is harder than I thought.""","이게 저거보다 나아요.","[""오빠 덕분에 잘 됐어요!"",""이게 저거보다 나아요."",""잘됐다!"",""일 때문에 좀 늦었어요. 미안해요!""]",
1171,43,"translation","""Seoul is cheaper than Tokyo.""","서울이 도쿄보다 물가가 저렴해요.","[""다음엔 꼭 와."",""일 때문에 좀 늦었어요. 미안해요!"",""오빠 덕분에 잘 됐어요!"",""서울이 도쿄보다 물가가 저렴해요.""]",
1172,43,"fill_blank","이게 저거___ 나아요.","보다","[""보다"",""안 돼요"",""해요"",""몰라요""]",
1173,43,"fill_blank","서울이 도쿄___ 물가가 저렴해요.","보다","[""보다"",""안 돼요"",""해요"",""봐요""]",
1174,43,"word_order","""Korean is harder than I thought.""","이게 저거보다 나아요",,"[""없어요"",""이게"",""저거보다"",""나아요""]"
1175,44,"translation","""Shall we have coffee while we wait?""","기다리는 동안 뭐 해?","[""나도 그래!"",""좋은 루틴이네."",""자기 전에 일기 써."",""기다리는 동안 뭐 해?""]",
1176,44,"translation","""I listen to podcasts while commuting to work.""","출근하는 동안 팟캐스트 들어요.","[""일어나자마자 커피 마셔."",""출근하는 동안 팟캐스트 들어요."",""대단하다!"",""나도 그래!""]",
1177,44,"fill_blank","기다리___ 뭐 해?","는 동안","[""안 돼요"",""는 동안"",""해요"",""봐요""]",
1178,44,"fill_blank","출근하___ 팟캐스트 들어요.","는 동안","[""해요"",""없어요"",""안 돼요"",""는 동안""]",
1179,44,"word_order","""Shall we have coffee while we wait?""","기다리는 동안 뭐 해",,"[""해"",""뭐"",""기다리는"",""없어요"",""동안""]"
1180,44,"translation","""Shall we take a walk after eating?""","밥 먹고 나서 산책해.","[""자기 전에 일기 써."",""밥 먹고 나서 산책해."",""일어나자마자 커피 마셔."",""나도 그래!""]",
1181,44,"translation","""I'll call you after I shower.""","샤워하고 나서 전화할게요.","[""샤워하고 나서 전화할게요."",""대단하다!"",""일어나자마자 커피 마셔."",""음악 들어!""]",
1182,44,"fill_blank","밥 먹___ 산책해.","고 나서","[""해요"",""고 나서"",""안 돼요"",""봐요""]",
1183,44,"fill_blank","샤워하___ 전화할게요.","고 나서","[""봐요"",""몰라요"",""없어요"",""고 나서""]",
1184,44,"word_order","""Shall we take a walk after eating?""","밥 먹고 나서 산책해",,"[""나서"",""밥"",""먹고"",""산책해"",""없어요""]"
1185,44,"translation","""Don't look at your phone before sleeping.""","자기 전에 일기 써.","[""자기 전에 일기 써."",""밥 먹고 나서 산책해."",""가다가 편의점 들렀어."",""좋은 루틴이네.""]",
1186,44,"translation","""Wash your hands before eating.""","밥 먹기 전에 손 씻어요.","[""기다리는 동안 뭐 해?"",""밥 먹기 전에 손 씻어요."",""일어나자마자 커피 마셔."",""음악 들어!""]",
1187,44,"fill_blank","자___ 일기 써.","기 전에","[""봐요"",""몰라요"",""없어요"",""기 전에""]",
1188,44,"fill_blank","밥 먹___ 손 씻어요.","기 전에","[""안 돼요"",""봐요"",""몰라요"",""기 전에""]",
1189,44,"word_order","""Don't look at your phone before sleeping.""","자기 전에 일기 써",,"[""써"",""없어요"",""전에"",""자기"",""일기""]"
1190,45,"translation","""I'll help you. Don't worry.""","제가 도와줄게요!","[""죄송한데요, 혹시 도와주실 수 있어요?"",""제가 도와줄게요!"",""괜찮아, 할 수 있어."",""나도!""]",
1191,45,"translation","""I'll carry your bag. It looks heavy.""","짐 들어 줄게요. 무거워 보여요.","[""짐 들어 줄게요. 무거워 보여요."",""제가 해 드릴까요?"",""앞으로 잘 부탁드려요!"",""그래, 알겠어.""]",
1192,45,"word_order","""I'll help you. Don't worry.""","제가 도와줄게요",,"[""제가"",""없어요"",""도와줄게요""]"
1193,45,"translation","""Shall I take a photo for you?""","제가 해 드릴까요?","[""제가 해 드릴까요?"",""그래, 알겠어."",""감사한데요, 제가 할게요."",""앞으로 잘 부탁드려요!""]",
1194,45,"translation","""Shall I open the door for you?""","문 열어 드릴까요?","[""그래, 알겠어."",""문 열어 드릴까요?"",""앞으로 잘 부탁드려요!"",""네, 물론이죠!""]",
1195,45,"fill_blank","제가 ___?","해 드릴까요","[""없어요"",""봐요"",""몰라요"",""해 드릴까요""]",
1196,45,"word_order","""Shall I take a photo for you?""","제가 해 드릴까요",,"[""없어요"",""해"",""제가"",""드릴까요""]"
1197,45,"translation","""Excuse me, could you tell me where the subway station is?""","죄송한데요, 혹시 도와주실 수 있어요?","[""나도!"",""죄송한데요, 혹시 도와주실 수 있어요?"",""네, 물론이죠!"",""앞으로 잘 부탁드려요!""]",
1198,45,"translation","""Excuse me, could you possibly take a photo for us?""","죄송한데요 혹시 사진 찍어 주실 수 있어요?","[""앞으로 잘 부탁드려요!"",""죄송한데요 혹시 사진 찍어 주실 수 있어요?"",""네, 물론이죠!"",""제가 도와줄게요!""]",
1199,45,"word_order","""Excuse me, could you tell me where the subway station is?""","죄송한데요 혹시 도와주실 수 있어요",,"[""도와주실"",""죄송한데요"",""수"",""없어요"",""혹시"",""있어요""]"
1200,46,"translation","""How long has it been since you came to Korea?""","한국 온 지 얼마나 됐어?","[""거의 다 됐어!"",""진짜? 대단해!"",""저도!"",""한국 온 지 얼마나 됐어?""]",
1201,46,"translation","""How long have you been studying Korean?""","한국어 공부한 지 얼마나 됐어요?","[""아직 한국어 배우는 중이에요."",""한국어 공부한 지 얼마나 됐어요?"",""저도!"",""6개월 됐어!""]",
1202,46,"fill_blank","한국어 공부한 ___?","지 얼마나 됐어요","[""지 얼마나 됐어요"",""봐요"",""몰라요"",""없어요""]",
1203,46,"word_order","""How long has it been since you came to Korea?""","한국 온 지 얼마나 됐어",,"[""온"",""지"",""한국"",""얼마나"",""됐어"",""없어요""]"
1204,46,"translation","""I'm still eating. Wait just a moment.""","아직 한국어 배우는 중이에요.","[""다 됐어!"",""저도!"",""아직 한국어 배우는 중이에요."",""거의 다 됐어!""]",
1205,46,"translation","""I'm still getting ready. Just 5 more minutes.""","아직 준비하는 중이에요. 5분만요.","[""그래도 잘 하잖아!"",""시작한 지 얼마 안 됐어요."",""아직 준비하는 중이에요. 5분만요."",""6개월 됐어!""]",
1206,46,"word_order","""I'm still eating. Wait just a moment.""","아직 한국어 배우는 중이에요",,"[""아직"",""한국어"",""중이에요"",""배우는"",""없어요""]"
1207,46,"translation","""Wait just a little. It's almost done.""","거의 다 됐어!","[""한국 온 지 얼마나 됐어?"",""거의 다 됐어!"",""다 됐어!"",""시작한 지 얼마 안 됐어요.""]",
1208,46,"translation","""My homework is almost done. Give me 5 minutes.""","숙제 거의 다 됐어요. 5분만 주세요.","[""숙제 거의 다 됐어요. 5분만 주세요."",""진짜? 대단해!"",""6개월 됐어!"",""시작한 지 얼마 안 됐어요.""]",
1209,46,"fill_blank","숙제 ___. 5분만 주세요.","거의 다 됐어요","[""봐요"",""안 돼요"",""없어요"",""거의 다 됐어요""]",
1210,46,"word_order","""Wait just a little. It's almost done.""","거의 다 됐어",,"[""됐어"",""거의"",""없어요"",""다""]"
1211,47,"translation","""What music style do you like?""","에마야, 어떤 스타일 좋아해?","[""진짜?"",""이 가방 어디 거야?"",""에마야, 어떤 스타일 좋아해?"",""이 옷 에마한테 진짜 잘 어울려!""]",
1212,47,"translation","""Do you prefer casual style or formal style?""","캐주얼 스타일 좋아해요, 아니면 포멀 스타일 좋아해요?","[""네, 물론이죠!"",""한번 입어 봐도 돼?"",""이 가방 어디 거야?"",""캐주얼 스타일 좋아해요, 아니면 포멀 스타일 좋아해요?""]",
1213,47,"fill_blank","캐주얼 스타일 좋아해요, 아니면 포멀 ___?","스타일 좋아해요","[""해요"",""없어요"",""몰라요"",""스타일 좋아해요""]",
1214,47,"word_order","""What music style do you like?""","에마야 어떤 스타일 좋아해",,"[""없어요"",""좋아해"",""스타일"",""에마야"",""어떤""]"
1215,47,"translation","""That outfit suits you really well!""","에마야, 어떤 스타일 좋아해?","[""이 옷 에마한테 진짜 잘 어울려!"",""한국 브랜드야."",""진짜? 나도 해봐야겠다."",""에마야, 어떤 스타일 좋아해?""]",
1216,47,"translation","""That hair color suits you perfectly.""","그 머리색이 잘 어울려요.","[""그 머리색이 잘 어울려요."",""이 스타일 요즘 유행이야."",""한국 브랜드야."",""한번 입어 봐도 돼?""]",
1217,47,"fill_blank","그 머리색이 ___.","잘 어울려요","[""잘 어울려요"",""해요"",""없어요"",""몰라요""]",
1218,47,"word_order","""That outfit suits you really well!""","에마야 어떤 스타일 좋아해",,"[""좋아해"",""어떤"",""없어요"",""스타일"",""에마야""]"
1219,47,"translation","""This color is trending these days.""","이 스타일 요즘 유행이야.","[""캐주얼!"",""네, 물론이죠!"",""진짜? 나도 해봐야겠다."",""이 스타일 요즘 유행이야.""]",
1220,47,"translation","""Short-form videos are all the rage these days.""","숏폼 영상이 요즘 유행이에요.","[""한번 입어 봐도 돼?"",""에마야, 어떤 스타일 좋아해?"",""숏폼 영상이 요즘 유행이에요."",""진짜?""]",
1221,47,"fill_blank","숏폼 영상이 ___.","요즘 유행이에요","[""없어요"",""요즘 유행이에요"",""몰라요"",""해요""]",
1222,47,"word_order","""This color is trending these days.""","이 스타일 요즘 유행이야",,"[""없어요"",""유행이야"",""스타일"",""요즘"",""이""]"
1223,48,"translation","""I don't want to go out. Let's order delivery.""","오늘 배달 시켜!","[""너무 맛있어서 또 시킬 거야!"",""오늘 배달 시켜!"",""한국 배달 문화 진짜 좋아!"",""치킨 배달 시켜!""]",
1224,48,"translation","""Let's order delivery. What do you want to eat?""","배달 시켜요. 뭐 먹고 싶어요?","[""치킨 배달 시켜!"",""배달 시켜요. 뭐 먹고 싶어요?"",""너무 맛있어서 또 시킬 거야!"",""좋아! 뭐 먹을 거야?""]",
1225,48,"fill_blank","___. 뭐 먹고 싶어요?","배달 시켜요","[""해요"",""없어요"",""안 돼요"",""배달 시켜요""]",
1226,48,"word_order","""I don't want to go out. Let's order delivery.""","오늘 배달 시켜",,"[""없어요"",""오늘"",""배달"",""시켜""]"
1227,48,"translation","""How long does delivery take? I'm really hungry.""","배달 얼마나 걸려?","[""배달 얼마나 걸려?"",""오늘 배달 시켜!"",""가성비 좋은 데로 시키자."",""30분이래요.""]",
1228,48,"translation","""How long does delivery take from this restaurant?""","이 음식점은 배달 얼마나 걸려요?","[""이 음식점은 배달 얼마나 걸려요?"",""너무 맛있어서 또 시킬 거야!"",""저 여기 단골이에요."",""가성비 좋은 데로 시키자.""]",
1229,48,"fill_blank","이 음식점은 ___?","배달 얼마나 걸려요","[""몰라요"",""해요"",""배달 얼마나 걸려요"",""봐요""]",
1230,48,"word_order","""How long does delivery take? I'm really hungry.""","배달 얼마나 걸려",,"[""배달"",""걸려"",""없어요"",""얼마나""]"
1231,48,"translation","""This restaurant is great value. The portions are big too.""","좋아! 뭐 먹을 거야?","[""좋아! 뭐 먹을 거야?"",""한국 배달 문화 진짜 좋아!"",""치킨 배달 시켜!"",""너무 맛있어서 또 시킬 거야!""]",
1232,48,"translation","""This hotel is great value. I recommend it.""","이 호텔 가성비 좋아요. 추천해요.","[""이 호텔 가성비 좋아요. 추천해요."",""저 여기 단골이에요."",""배달 얼마나 걸려?"",""치킨 배달 시켜!""]",
1233,48,"fill_blank","이 호텔 ___. 추천해요.","가성비 좋아요","[""봐요"",""가성비 좋아요"",""안 돼요"",""몰라요""]",
1234,48,"word_order","""This restaurant is great value. The portions are big too.""","좋아 뭐 먹을 거야",,"[""거야"",""먹을"",""좋아"",""뭐"",""없어요""]"
1235,49,"translation","""Do you have any travel plans this summer?""","에마야, 여행 계획 있어?","[""에마야, 여행 계획 있어?"",""혼자 여행이야?"",""꼭 봐야 할 게 뭐예요?"",""여행 코스 추천해 줘요!""]",
1236,49,"translation","""Do you have plans to travel to Korea? Let's go together!""","한국 여행 계획 있어요? 같이 가요!","[""한라산이랑 올레길!"",""혼자 여행이야?"",""한국 여행 계획 있어요? 같이 가요!"",""성산일출봉 꼭 가봐.""]",
1237,49,"fill_blank","한국 ___? 같이 가요!","여행 계획 있어요","[""봐요"",""없어요"",""여행 계획 있어요"",""몰라요""]",
1238,49,"word_order","""Do you have any travel plans this summer?""","에마야 여행 계획 있어",,"[""없어요"",""여행"",""에마야"",""있어"",""계획""]"
1239,49,"translation","""How many days will you be staying in Korea?""","네! 혼자 가볼 거예요.","[""네! 혼자 가볼 거예요."",""혼자 여행이야?"",""3박 4일요!"",""한라산이랑 올레길!""]",
1240,49,"translation","""How many days are you planning to stay in Jeju?""","제주도에 며칠이나 있을 거예요?","[""에마야, 여행 계획 있어?"",""꼭 봐야 할 게 뭐예요?"",""성산일출봉 꼭 가봐."",""제주도에 며칠이나 있을 거예요?""]",
1241,49,"fill_blank","제주도에 ___?","며칠이나 있을 거예요","[""해요"",""며칠이나 있을 거예요"",""안 돼요"",""몰라요""]",
1242,49,"word_order","""How many days will you be staying in Korea?""","네 혼자 가볼 거예요",,"[""거예요"",""가볼"",""없어요"",""혼자"",""네""]"
1243,49,"translation","""What's a must-see in Seoul?""","꼭 봐야 할 게 뭐예요?","[""혼자 여행이야?"",""에마야, 여행 계획 있어?"",""3박 4일요!"",""꼭 봐야 할 게 뭐예요?""]",
1244,49,"translation","""It's my first time in Korea. What must I see?""","한국에 처음 왔어요. 꼭 봐야 할 게 뭐예요?","[""3박 4일요!"",""제주도 가고 싶어요!"",""며칠이나 있을 거야?"",""한국에 처음 왔어요. 꼭 봐야 할 게 뭐예요?""]",
1245,49,"fill_blank","___?","꼭 봐야 할 게 뭐예요","[""없어요"",""해요"",""꼭 봐야 할 게 뭐예요"",""몰라요""]",
1246,49,"fill_blank","한국에 처음 왔어요. ___?","꼭 봐야 할 게 뭐예요","[""해요"",""안 돼요"",""없어요"",""꼭 봐야 할 게 뭐예요""]",
1247,49,"word_order","""What's a must-see in Seoul?""","꼭 봐야 할 게 뭐예요",,"[""봐야"",""없어요"",""게"",""할"",""꼭"",""뭐예요""]"
1248,50,"translation","""How's life in Korea? Is it fun?""","에마야, 한국 생활 어때?","[""에마야, 한국 생활 어때?"",""진짜? 대단하다."",""이제 많이 익숙해졌어!"",""언어가 아직 좀 어려워.""]",
1249,50,"translation","""How's life in Korea? Is there anything you find hard?""","한국 생활 어때? 힘든 점 없어?","[""너무 좋아!"",""한국 생활 어때? 힘든 점 없어?"",""뭐가 제일 힘들어?"",""언어가 아직 좀 어려워.""]",
1250,50,"fill_blank","에마야, ___?","한국 생활 어때","[""안 돼요"",""한국 생활 어때"",""봐요"",""몰라요""]",
1251,50,"fill_blank","___? 힘든 점 없어?","한국 생활 어때","[""안 돼요"",""한국 생활 어때"",""해요"",""몰라요""]",
1252,50,"word_order","""How's life in Korea? Is it fun?""","에마야 한국 생활 어때",,"[""한국"",""어때"",""에마야"",""생활"",""없어요""]"
1253,50,"translation","""It was tough at first, but I'm used to it now.""","이제 많이 익숙해졌어!","[""뭐가 제일 힘들어?"",""음식이 제일 좋아!"",""언어가 아직 좀 어려워."",""이제 많이 익숙해졌어!""]",
1254,50,"translation","""I'm used to Korean food now. I eat everything.""","한국 음식 이제 익숙해졌어. 다 잘 먹어.","[""우리도 에마한테 정 들었어!"",""힘든 점도 있어?"",""한국 음식 이제 익숙해졌어. 다 잘 먹어."",""음식이 제일 좋아!""]",
1255,50,"fill_blank","한국 음식 ___. 다 잘 먹어.","이제 익숙해졌어","[""몰라요"",""봐요"",""없어요"",""이제 익숙해졌어""]",
1256,50,"word_order","""It was tough at first, but I'm used to it now.""","이제 많이 익숙해졌어",,"[""없어요"",""익숙해졌어"",""많이"",""이제""]"
1257,50,"translation","""Among Korean foods, I like samgyeopsal the most.""","음식이 제일 좋아!","[""진짜? 대단하다."",""음식이 제일 좋아!"",""우리도 에마한테 정 들었어!"",""에마야, 한국 생활 어때?""]",
1258,50,"translation","""Fall is my favorite season.""","계절 중에 가을이 제일 좋아.","[""언어가 아직 좀 어려워."",""계절 중에 가을이 제일 좋아."",""너무 좋아!"",""진짜? 대단하다.""]",
1259,50,"fill_blank","음식___!","이 제일 좋아","[""해요"",""이 제일 좋아"",""몰라요"",""봐요""]",
1260,50,"fill_blank","계절 중에 가을___.","이 제일 좋아","[""안 돼요"",""없어요"",""해요"",""이 제일 좋아""]",
1261,50,"word_order","""Among Korean foods, I like samgyeopsal the most.""","음식이 제일 좋아",,"[""없어요"",""좋아"",""음식이"",""제일""]"
1262,51,"translation","""I'm planning to take a Korean exam next year.""","응원해!","[""좋은 방법이에요."",""1년 안에 유창해지고 싶어요."",""응원해!"",""이번엔 꼭 할 거예요.""]",
1263,51,"translation","""I'm planning to cook dinner tonight.""","오늘 저녁에 요리하려고 해요.","[""좋은 방법이에요."",""이번엔 꼭 할 거예요."",""오늘 저녁에 요리하려고 해요."",""에마, 앞으로 뭐 할 거야?""]",
1264,51,"fill_blank","오늘 저녁에 요리하___.","려고 해요","[""없어요"",""해요"",""려고 해요"",""안 돼요""]",
1265,51,"translation","""I want to live in Korea.""","1년 안에 유창해지고 싶어요.","[""1년 안에 유창해지고 싶어요."",""좋은 방법이에요."",""이번엔 꼭 할 거예요."",""좋아!""]",
1266,51,"translation","""I want to speak Korean fluently.""","한국어를 유창하게 말하고 싶어요.","[""한국어 더 열심히 공부할 거야!"",""한국어를 유창하게 말하고 싶어요."",""매일 조금씩 하려고 해요."",""할 수 있어!""]",
1267,51,"fill_blank","1년 안에 유창해지___.","고 싶어요","[""해요"",""없어요"",""안 돼요"",""고 싶어요""]",
1268,51,"fill_blank","한국어를 유창하게 말하___.","고 싶어요","[""몰라요"",""고 싶어요"",""봐요"",""없어요""]",
1269,51,"word_order","""I want to live in Korea.""","1년 안에 유창해지고 싶어요",,"[""안에"",""응원해요!"",""1년"",""싶어요"",""유창해지고""]"
1270,51,"translation","""I'm going to meet a friend tomorrow.""","에마, 앞으로 뭐 할 거야?","[""에마, 앞으로 뭐 할 거야?"",""이번엔 꼭 할 거예요."",""할 수 있어!"",""응원해!""]",
1271,51,"translation","""I'm going to watch a movie this weekend.""","이번 주말에 영화 볼 거예요.","[""이번 주말에 영화 볼 거예요."",""1년 안에 유창해지고 싶어요."",""같이 해요, 우리!"",""한국어 더 열심히 공부할 거야!""]",
1272,51,"word_order","""I'm going to meet a friend tomorrow.""","에마 앞으로 뭐 할 거야",,"[""거야"",""할"",""앞으로"",""에마"",""뭐"",""응원해요!""]"
1273,52,"translation","""I've decided to live in Korea.""","한국어를 더 열심히 공부하기로 했어요!","[""응원해!"",""한국어를 더 열심히 공부하기로 했어요!"",""에마야, 요즘 어때?"",""포기하지 않기로 했어요.""]",
1274,52,"translation","""I've decided to attend a Korean language school next year.""","내년에 한국어 학원에 다니기로 했어요.","[""맞아, 티 나!"",""잘했어!"",""앞으로도 계속 할 거예요!"",""내년에 한국어 학원에 다니기로 했어요.""]",
1275,52,"fill_blank","한국어를 더 열심히 공부하___!","기로 했어요","[""기로 했어요"",""몰라요"",""해요"",""없어요""]",
1276,52,"fill_blank","내년에 한국어 학원에 다니___.","기로 했어요","[""해요"",""기로 했어요"",""봐요"",""몰라요""]",
1277,52,"word_order","""I've decided to live in Korea.""","한국어를 더 열심히 공부하기로 했어요",,"[""했어요"",""더"",""한국어를"",""공부하기로"",""열심히"",""없어요""]"
1278,52,"translation","""I've made up my mind to get really good at Korean.""","더 열심히 하기로 마음먹었어요.","[""화이팅!"",""한국어를 더 열심히 공부하기로 했어요!"",""앞으로도 계속 할 거예요!"",""더 열심히 하기로 마음먹었어요.""]",
1279,52,"translation","""I've decided not to give up this time.""","이번엔 포기하지 않기로 마음먹었어요.","[""예전보다 많이 늘었어요."",""이번엔 포기하지 않기로 마음먹었어요."",""한국어를 더 열심히 공부하기로 했어요!"",""화이팅!""]",
1280,52,"fill_blank","더 열심히 하기로 ___.","마음먹었어요","[""봐요"",""몰라요"",""마음먹었어요"",""없어요""]",
1281,52,"fill_blank","이번엔 포기하지 않기로 ___.","마음먹었어요","[""봐요"",""마음먹었어요"",""없어요"",""안 돼요""]",
1282,52,"word_order","""I've made up my mind to get really good at Korean.""","더 열심히 하기로 마음먹었어요",,"[""열심히"",""더"",""없어요"",""하기로"",""마음먹었어요""]"
1283,52,"translation","""My Korean has improved compared to before.""","예전보다 많이 늘었어요.","[""예전보다 많이 늘었어요."",""화이팅!"",""한국어를 더 열심히 공부하기로 했어요!"",""앞으로도 계속 할 거예요!""]",
1284,52,"translation","""My cooking has gotten better than it used to be.""","요리 실력이 예전보다 늘었어요.","[""응원해!"",""요리 실력이 예전보다 늘었어요."",""에마야, 요즘 어때?"",""앞으로도 계속 할 거예요!""]",
1285,52,"fill_blank","요리 실력이 ___.","예전보다 늘었어요","[""안 돼요"",""해요"",""없어요"",""예전보다 늘었어요""]",
1286,52,"word_order","""My Korean has improved compared to before.""","예전보다 많이 늘었어요",,"[""예전보다"",""없어요"",""늘었어요"",""많이""]"
1287,53,"translation","""Have you tried bibimbap? It's really delicious.""","에마야, 순대 먹어봤어?","[""친구도 좋아했어!"",""에마야, 순대 먹어봤어?"",""반응이 어때?"",""먹어보니까 완전 달라.""]",
